"geneName" "repeatClass" "repeatName" "SRR5962198" "SRR5962199" "SRR5962200" "SRR5962201" "SRR5962202" "SRR5962203" "SRR5962204" "SRR5962205" "SRR5962206" "SRR5962207" "SRR5962208" "SRR5962209" "SRR5962210" "SRR5962211" "SRR5962212" "SRR5962213" "SRR5962214" "SRR5962215" "SRR5962216" "SRR5962217" "SRR5962218" "SRR5962219" "SRR5962220" "SRR5962221" "SRR5962222" "SRR5962223" "SRR5962224" "SRR5962225" "SRR5962226" "SRR5962227" "SRR5962228" "SRR5962229" "SRR5962230" "SRR5962231" "SRR5962232" "SRR5962233" "SRR5962234" "SRR5962235" "SRR5962236" "SRR5962237" "SRR5962238" "SRR5962239" "SRR5962240" "SRR5962241"
"403" "ACTG1P12" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"404" "ANAPC1" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
"405" "AP003471.1" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"406" "KB-1572G7.3" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"407" "LRRC37B" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"408" "MARCH8" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"409" "RGPD6" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"410" "RP11-20F18.1" "LINE" "L1MC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"411" "RP11-327P2.5" "LINE" "L1MC3" 8 8 16 42 14 14 44 18 6 4 6 6 2 18 0 28 30 8 16 22 42 30 0 0 0 2 30 8 24 12 4 18 20 2 28 6 20 4 2 18 10 26 20 6
"412" "AC069294.1" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"413" "ACTR1B" "LINE" "L1MC4" 0 0 2 0 6 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 2 0 0 0
"414" "AL162511.1" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"415" "ARPC3P1" "LINE" "L1MC4" 36 48 180 480 96 120 516 72 36 48 48 48 12 84 84 216 540 276 252 264 408 420 0 60 108 180 434 876 188 120 36 132 320 12 264 96 180 120 192 432 336 432 384 108
"416" "ATF4P1" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"417" "BTBD1" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"418" "CACNB3" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"419" "CDRT15P2" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"420" "KCTD9P5" "LINE" "L1MC4" 48 8 0 0 0 16 0 88 16 8 0 0 56 40 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 16 0 0 8 0 0 0 0 0 0 0 0 0 0
"421" "KLHDC1" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"422" "KLRG2" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"423" "LALBA" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0
"424" "MCMBP" "LINE" "L1MC4" 0 0 8 48 28 16 88 24 8 8 20 24 0 0 52 52 36 52 36 12 12 32 0 20 4 48 56 144 20 12 0 24 40 8 44 48 60 4 40 60 36 48 60 44
"425" "MIR4513" "LINE" "L1MC4" 6 4 0 2 0 0 18 2 2 4 6 2 2 0 0 4 12 0 2 0 2 6 2 4 4 8 10 16 4 10 4 12 8 0 2 2 4 0 14 24 10 10 0 0
"426" "PURB" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"427" "RN7SKP242" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"428" "RNU6-1208P" "LINE" "L1MC4" 4 2 6 4 12 0 0 2 2 0 0 4 0 0 2 0 4 0 4 0 10 0 12 6 0 12 8 4 6 0 2 8 2 68 6 0 0 6 0 0 0 0 6 0
"429" "RP11-1017G21.5" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"430" "RP11-15A1.7" "LINE" "L1MC4" 8 8 64 40 40 32 160 24 16 0 16 16 8 32 16 24 80 32 144 0 96 80 8 16 40 24 72 104 80 40 8 48 48 0 144 40 56 24 104 72 56 48 56 24
"431" "RP11-336A10.2" "LINE" "L1MC4" 20 16 36 76 60 48 188 36 12 16 40 20 20 20 68 108 80 108 72 32 92 120 4 12 44 68 80 232 100 108 24 48 84 16 236 76 108 40 68 136 296 74 116 92
"432" "RP11-358B23.6" "LINE" "L1MC4" 180 40 130 410 200 150 340 100 90 120 200 110 100 90 50 156 290 460 200 180 220 120 10 60 50 20 290 200 110 130 0 110 180 20 200 80 130 30 244 290 320 204 170 20
"433" "Y_RNA" "LINE" "L1MC4" 12 4 28 54 44 10 88 6 8 10 28 30 8 6 10 44 68 52 50 24 70 26 0 10 16 18 56 80 34 36 16 36 30 10 64 6 16 20 22 52 66 60 68 16
"434" "ZNF81" "LINE" "L1MC4" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"435" "MIR4513" "LINE" "L1MC4a" 12 8 0 4 0 0 36 4 4 8 12 4 4 0 0 8 24 0 4 0 4 12 4 8 8 16 20 32 8 20 8 24 16 0 4 4 8 0 28 48 20 20 0 0
"436" "RP11-51F16.9" "LINE" "L1MC4a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"437" "RP4-604K5.3" "LINE" "L1MC4a" 8 2 4 20 2 6 56 12 0 0 0 10 2 6 16 26 40 6 10 16 6 32 2 0 6 2 24 20 20 0 0 0 14 0 20 4 20 4 14 36 20 28 4 6
"438" "ZNF32" "LINE" "L1MC4a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"439" "AC019205.2" "LINE" "L1MC5" 4 0 12 8 0 8 48 4 0 0 0 8 0 4 8 0 44 12 36 0 16 0 0 0 0 4 16 112 28 12 0 26 16 0 80 8 0 12 44 12 32 52 12 4
"440" "AC069294.1" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"441" "ADAMTS6" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"442" "BRI3BP" "LINE" "L1MC5" 0 0 8 12 0 4 28 0 16 0 8 0 0 0 20 0 60 16 0 4 0 0 0 8 4 4 4 128 0 0 0 20 0 4 0 4 0 12 32 24 0 0 16 0
"443" "EIF4ENIF1" "LINE" "L1MC5" 12 0 6 0 4 0 0 4 8 0 16 4 0 0 8 8 0 8 22 16 20 12 0 16 24 12 38 38 16 18 10 0 40 4 8 8 12 4 16 0 46 4 42 30
"444" "FKSG70" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"445" "HTR2B" "LINE" "L1MC5" 8 8 16 58 18 24 102 6 8 6 4 6 0 14 24 36 54 76 42 62 62 24 0 4 20 16 70 70 36 30 14 46 6 22 30 14 32 8 8 76 8 48 16 8
"446" "INVS" "LINE" "L1MC5" 30 6 54 78 0 90 270 0 24 60 24 54 18 24 30 84 156 90 60 30 108 66 0 18 24 12 60 282 48 96 24 42 66 30 108 18 66 48 90 156 132 60 24 0
"447" "KLHDC1" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"448" "MIR4516" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"449" "MRPL45P1" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0
"450" "RN7SKP160" "LINE" "L1MC5" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 2 0 0 0 0 0 0 0 4 2 0 0 0 0 0 2
"451" "RP11-137L10.5" "LINE" "L1MC5" 4 0 12 12 0 0 0 8 0 0 0 20 0 0 0 0 56 16 2 0 0 24 0 12 28 0 0 0 0 0 24 0 0 16 0 28 0 0 0 56 0 8 0 0
"452" "RP11-285B24.1" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"453" "RP11-456O19.3" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"454" "RPS15AP40" "LINE" "L1MC5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"455" "SNORA16" "LINE" "L1MC5" 6 2 2 6 8 2 72 4 4 0 22 8 8 2 0 44 14 16 10 36 18 14 0 8 14 30 8 436 32 2 36 12 22 6 4 22 12 52 14 94 50 108 30 0
"456" "WEE2-AS1" "LINE" "L1MC5" 34 28 92 152 42 86 324 36 28 32 16 54 12 78 44 164 170 158 130 154 114 162 0 12 128 60 178 348 154 324 52 170 80 26 138 66 196 128 128 242 114 192 118 74
"457" "AC019205.2" "LINE" "L1MC5a" 4 0 12 8 0 8 48 4 0 0 0 8 0 4 8 0 44 12 36 0 16 0 0 0 0 4 16 114 28 12 0 24 16 0 76 8 0 12 40 12 32 52 8 4
"458" "AC079117.3" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"459" "ACTR1B" "LINE" "L1MC5a" 0 0 2 0 0 0 0 0 0 0 0 0 2 0 4 2 2 0 0 0 2 2 2 0 0 0 0 0 2 2 0 0 2 0 4 0 2 4 2 0 0 0 0 0
"460" "ANO7" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"461" "ARMC3" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"462" "ARPC3P1" "LINE" "L1MC5a" 6 8 30 80 16 20 86 12 6 8 8 8 2 14 14 36 90 46 42 44 68 70 0 10 18 30 72 146 32 20 6 22 52 2 44 16 30 20 32 72 56 72 64 18
"463" "ATF4P1" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"464" "CH17-140K24.5" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"465" "EMX1" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"466" "KLHDC1" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"467" "RP11-203M5.6" "LINE" "L1MC5a" 0 0 8 0 0 0 6 6 6 0 0 6 0 0 0 0 12 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 0 0 0 0
"468" "RP11-231C14.8" "LINE" "L1MC5a" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"469" "RP11-431K24.2" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"470" "RP11-677M14.2" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"471" "RP11-848P1.4" "LINE" "L1MC5a" 10 4 6 14 12 2 40 2 14 6 4 16 0 4 2 20 26 14 20 14 30 6 0 6 14 4 24 30 6 16 12 4 8 0 20 4 8 2 16 26 50 14 28 6
"472" "RP5-1053E7.2" "LINE" "L1MC5a" 4 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 0
"473" "SZRD1" "LINE" "L1MC5a" 36 24 36 104 26 38 324 50 36 60 4 18 96 0 12 90 216 148 132 6 216 168 0 36 30 32 72 40 116 242 12 18 122 0 164 84 24 12 196 84 196 86 36 48
"474" "TRIM63" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 4 0 0 2 0 0 0 0 0 0
"475" "Y_RNA" "LINE" "L1MC5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"476" "AL360297.1" "LINE" "L1MCa" 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 12 0 0 8 0 0 0 0 0 0 0 8 0 0 0 0 4 0 0 4 0 4 8 0 0 8 0 0 0
"477" "CRISP2" "LINE" "L1MCa" 2 0 0 0 0 0 2 0 0 0 0 2 2 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"478" "KRT18P57" "LINE" "L1MCa" 4 0 8 28 16 0 20 0 0 12 0 0 4 0 0 12 10 8 4 20 0 28 0 0 20 4 22 2 12 16 0 4 14 0 28 0 0 0 4 4 12 4 4 4
"479" "LINC01021" "LINE" "L1MCa" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0
"480" "RNU6-818P" "LINE" "L1MCa" 0 12 0 0 0 0 12 0 0 0 0 0 0 0 0 12 12 0 0 0 2 0 0 0 0 0 12 0 0 0 0 0 12 0 24 0 0 0 0 0 0 12 0 0
"481" "RP11-500K19.2" "LINE" "L1MCa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"482" "RP11-655G22.1" "LINE" "L1MCa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"483" "RP11-65B23.5" "LINE" "L1MCa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"484" "RPL21P8" "LINE" "L1MCa" 24 8 88 32 80 8 280 24 0 16 54 24 0 48 56 128 96 160 40 48 152 128 8 24 136 144 208 306 208 304 80 80 120 72 328 128 96 88 120 168 432 240 114 24
"485" "Y_RNA" "LINE" "L1MCa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"486" "IGHV1-18" "LINE" "L1MCb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"487" "RP11-20F18.1" "LINE" "L1MCb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"488" "RP11-281O15.7" "LINE" "L1MCb" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"489" "RP4-604K5.3" "LINE" "L1MCb" 8 2 4 20 2 6 56 12 0 0 0 10 2 6 16 26 40 6 10 16 6 32 2 0 6 2 24 20 20 0 0 0 14 0 20 4 20 4 14 36 20 28 4 6
"490" "AL096700.1" "LINE" "L1MD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"491" "CRISP2" "LINE" "L1MD" 0 0 0 0 0 0 2 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"492" "CTD-2589H19.6" "LINE" "L1MD" 18 12 0 60 24 12 36 24 30 18 6 8 0 12 0 20 42 66 8 0 18 0 0 12 18 24 0 6 6 0 0 0 18 0 0 0 6 4 2 0 6 12 42 12
"493" "HDLBP" "LINE" "L1MD" 36 14 44 104 32 36 210 36 14 4 0 20 20 22 12 66 118 80 30 54 20 86 6 20 34 8 40 0 64 178 14 8 42 34 120 18 22 6 70 112 54 98 24 6
"494" "KCTD9P5" "LINE" "L1MD" 36 6 0 0 0 12 0 66 12 6 0 0 42 30 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 12 0 0 6 0 0 0 0 0 0 0 0 0 0
"495" "KRT18P57" "LINE" "L1MD" 2 0 4 14 8 0 10 0 0 6 0 0 2 0 0 6 4 4 2 10 0 14 0 0 10 2 10 0 6 8 0 2 6 0 14 0 0 0 2 2 6 2 2 2
"496" "MAGEA9B" "LINE" "L1MD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"497" "MIR6891" "LINE" "L1MD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"498" "RNU6-38P" "LINE" "L1MD" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"499" "RP11-677N16.1" "LINE" "L1MD" 16 0 0 126 24 20 52 10 16 30 0 20 0 24 4 0 36 0 110 0 26 32 0 0 0 0 26 14 2 0 0 0 0 0 0 0 0 0 0 10 2 24 0 0
"500" "RP11-713C19.2" "LINE" "L1MD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"501" "KRT8P15" "LINE" "L1MD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"502" "MELK" "LINE" "L1MD1" 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"503" "SERPINE2" "LINE" "L1MD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"504" "SLC25A5P6" "LINE" "L1MD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"505" "LINC01471" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"506" "PDHB" "LINE" "L1MD2" 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 6 0 0 0 0 0 0 0 2 0 0 0 0 0
"507" "PEX3" "LINE" "L1MD2" 0 2 4 8 4 2 2 2 0 0 20 10 0 0 0 14 0 2 14 6 24 2 2 0 6 2 22 30 6 14 4 8 0 0 2 0 8 0 14 4 14 2 14 2
"508" "RGPD6" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"509" "RNA5SP221" "LINE" "L1MD2" 0 2 4 8 4 2 2 2 0 0 20 10 0 0 0 14 0 2 14 6 24 2 2 0 6 2 22 30 6 14 4 8 0 0 2 0 8 0 14 4 14 2 14 2
"510" "RP11-157L3.10" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"511" "RP11-285B24.1" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"512" "RP11-531A24.7" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"513" "RPS15AP40" "LINE" "L1MD2" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 4 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"514" "SERPINE4P" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"515" "SNORD67" "LINE" "L1MD2" 0 0 6 0 0 0 0 0 0 0 0 0 6 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 18 0 0 0 0 0 6 0 0 0 0 0
"516" "SSXP3" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"517" "TBL2" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"518" "Y_RNA" "LINE" "L1MD2" 0 2 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"519" "ZNF81" "LINE" "L1MD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"520" "AC009973.1" "LINE" "L1MD3" 0 2 6 0 12 2 28 0 0 0 8 10 0 4 8 30 16 12 2 0 6 2 2 10 8 8 10 8 32 16 0 14 2 4 6 14 12 4 0 20 14 36 0 12
"521" "RP1-63G5.5" "LINE" "L1MD3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"522" "RP1-91G5.3" "LINE" "L1MD3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
